transaction_id,anomaly_score,risk_tier,llm_flagged,batch,reasoning
f9611fec-7840-4765-bbdb-cf31ae7fa07a,0.4134,MEDIUM,1,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
b3255cd9-1204-43bf-8137-10ee2b5ead29,0.3348,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
dbbc39d2-e8e3-4a63-b010-926e4ecdb026,0.3299,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
3b4a28ce-fc70-4a43-ae3d-32f58858d1ce,0.3218,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
22d0b095-958f-49d5-934a-89d0d85a114b,0.3215,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
14967f79-471b-47c9-9bd5-f937c999c4ab,0.3187,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
d6bb21cf-4b1e-4937-b89f-b671f77b6ffd,0.3045,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
a71126af-0afb-44c5-9cbd-acab8f87863e,0.312,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
50516b4b-ab02-413f-a407-6fb63eb61a0e,0.3202,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
461b3a08-4155-45aa-aa84-f5b0c3b9df6e,0.3221,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
fb5a4628-8f31-490c-9b48-4bed3466acef,0.3023,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
9820e95e-17c1-482f-925a-355a8757b5a5,0.3143,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
ade75804-4141-412c-93c2-4b6c8e0c013e,0.414,MEDIUM,1,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
7d8293b9-d5c5-4153-8ac3-1fe339088fdc,0.3581,MEDIUM,0,2,"Both transactions have high anomaly scores and risk tiers, with significant signals indicating balance drain and new recipients, suggesting potential fraudulent activity."
01aa676e-d9ce-4c6a-8263-2443066cedbc,0.3418,MEDIUM,1,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
cb2edf2f-e67d-4b74-be41-2247fc2b08dd,0.3298,MEDIUM,1,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
cca055d2-ca83-4c91-b77e-1592c782162f,0.3472,MEDIUM,1,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
2c75474c-9b69-4c38-98d8-a00ceb362b29,0.3451,MEDIUM,1,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
8c67a2a9-71a1-4c0d-9bd7-b095e5055303,0.3323,MEDIUM,1,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
1b3d5600-40f4-4367-bacf-1c0ebea72e5b,0.3326,MEDIUM,1,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
3438088c-bcc6-46ba-8b81-f3e08fa9f5f8,0.3337,MEDIUM,1,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
2f3a4cd8-9784-46a6-ae1e-faa7b438ab49,0.3208,MEDIUM,0,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
187cd015-36ac-482a-8b02-34182e601cc0,0.3289,MEDIUM,0,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
2bff7435-0e7a-48a7-80eb-2fdeaf35d6e2,0.3207,MEDIUM,0,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
00b7e7e4-f825-4411-b17f-cd924934b52e,0.4871,MEDIUM,1,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
4366d338-064d-492b-837a-bad3fec45ecb,0.3122,MEDIUM,0,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
0b738975-c171-4bc0-bd15-03b3636c7242,0.3078,MEDIUM,0,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
e52b3e7e-bac4-4243-b16d-1e970d9ffdca,0.3082,MEDIUM,0,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
328d4b7e-2012-46ee-8181-f94096a91911,0.3042,MEDIUM,0,3,"These transactions exhibit high anomaly scores and significant signals such as IBAN mismatches and recipient hub issues, indicating potential fraudulent activity. The amounts are also substantial, suggesting a risk of draining the sender's balance."
f30c71ff-112b-40e1-8022-86b2e1ecf9fa,0.3074,MEDIUM,0,4,"Both transactions involve new recipients and high amounts, with significant anomaly scores and multiple risk signals indicating potential fraud. The combination of new recipient and high amount raises concerns about legitimacy."
ccb774a6-8675-44e9-b52b-9bfc9997f741,0.3068,MEDIUM,0,4,"Both transactions involve new recipients and high amounts, with significant anomaly scores and multiple risk signals indicating potential fraud. The combination of new recipient and high amount raises concerns about legitimacy."
199d1baa-4a90-4d1a-90cc-3b4f23a9e8db,0.4155,MEDIUM,1,4,"Both transactions involve new recipients and high amounts, with significant anomaly scores and multiple risk signals indicating potential fraud. The combination of new recipient and high amount raises concerns about legitimacy."
0e5e08c8-824c-41f5-8913-b6b27b7b611b,0.4336,MEDIUM,1,4,"Both transactions involve new recipients and high amounts, with significant anomaly scores and multiple risk signals indicating potential fraud. The combination of new recipient and high amount raises concerns about legitimacy."
b8e8dcb3-4c77-4ead-a140-dfbe9d2f48ea,0.3474,MEDIUM,0,4,"Both transactions involve new recipients and high amounts, with significant anomaly scores and multiple risk signals indicating potential fraud. The combination of new recipient and high amount raises concerns about legitimacy."
e8e0d73e-9b79-48d3-958d-6de1dcb8393e,0.3487,MEDIUM,0,4,"Both transactions involve new recipients and high amounts, with significant anomaly scores and multiple risk signals indicating potential fraud. The combination of new recipient and high amount raises concerns about legitimacy."
57011da5-5091-4175-8612-594be4dad92b,0.3058,MEDIUM,0,4,"Both transactions involve new recipients and high amounts, with significant anomaly scores and multiple risk signals indicating potential fraud. The combination of new recipient and high amount raises concerns about legitimacy."
